message,category,cleaned_message
Your OTP is 547234. Do not share it with anyone.,Transactional,your otp is 547234. do not share it with anyone.
You've won a prize! Claim now: https://urgentupdate.co,Spam,you've won a prize! claim now: https://urgentupdate.co
Your OTP is 874309. Do not share it with anyone.,Transactional,your otp is 874309. do not share it with anyone.
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional,don't miss out! sale ends soon at https://amazon.in/sale
Click here to win an iPhone: https://urgentupdate.co,Spam,click here to win an iphone: https://urgentupdate.co
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam,urgent: your account will be blocked. verify at https://confirm-payee.click
Click here to win an iPhone: https://iphone14winner.com,Spam,click here to win an iphone: https://iphone14winner.com
Your dream vacation awaits! Book at https://www.myntra.com,Promotional,your dream vacation awaits! book at https://www.myntra.com
You've won a prize! Claim now: https://get-rich-fast.biz,Spam,you've won a prize! claim now: https://get-rich-fast.biz
Don't miss out! Sale ends soon at https://merchant-site.com/receipt,Promotional,don't miss out! sale ends soon at https://merchant-site.com/receipt
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional,enjoy 30% off on all products. shop now at https://www.airtel.in/recharge
Your payment of ₹9849 was successful.,Transactional,your payment of ₹9849 was successful.
You've won a prize! Claim now: https://verify-now.online,Spam,you've won a prize! claim now: https://verify-now.online
Your OTP is 262138. Do not share it with anyone.,Transactional,your otp is 262138. do not share it with anyone.
Click here to win an iPhone: https://fakewebsite.com,Spam,click here to win an iphone: https://fakewebsite.com
Introducing our new range. Learn more: https://amazon.in/sale,Promotional,introducing our new range. learn more: https://amazon.in/sale
Don't miss out! Sale ends soon at https://bluedart.com/track,Promotional,don't miss out! sale ends soon at https://bluedart.com/track
Limited time offer! Visit https://cleartrip.com to grab your discount,Promotional,limited time offer! visit https://cleartrip.com to grab your discount
Check out our latest deals at https://bluedart.com/track,Promotional,check out our latest deals at https://bluedart.com/track
Click here to win an iPhone: https://urgentupdate.co,Spam,click here to win an iphone: https://urgentupdate.co
Your transaction ID is TXN838124. Please keep it for your records.,Transactional,your transaction id is txn838124. please keep it for your records.
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Earn money fast! Start today: https://get-rich-fast.biz,Spam,earn money fast! start today: https://get-rich-fast.biz
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional,introducing our new range. learn more: https://secure.bankportal.in/login
Get free recharge. Click here: https://fakewebsite.com,Spam,get free recharge. click here: https://fakewebsite.com
You're selected! Redeem your reward at https://login-now-security.xyz,Spam,you're selected! redeem your reward at https://login-now-security.xyz
Final notice. Update your info: https://verify-now.online,Spam,final notice. update your info: https://verify-now.online
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional,enjoy 30% off on all products. shop now at https://cleartrip.com
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional,enjoy 30% off on all products. shop now at https://cleartrip.com
Urgent: Your account will be blocked. Verify at https://netflix-support.com,Spam,urgent: your account will be blocked. verify at https://netflix-support.com
Your OTP is 853449. Do not share it with anyone.,Transactional,your otp is 853449. do not share it with anyone.
Your transaction ID is TXN488056. Please keep it for your records.,Transactional,your transaction id is txn488056. please keep it for your records.
Your package is waiting. Pay delivery fees at https://fakewebsite.com,Spam,your package is waiting. pay delivery fees at https://fakewebsite.com
Reset your password now at https://winfreecash.com,Spam,reset your password now at https://winfreecash.com
Find your perfect gift at https://www.airtel.in/recharge,Promotional,find your perfect gift at https://www.airtel.in/recharge
Introducing our new range. Learn more: https://www.officialstore.com,Promotional,introducing our new range. learn more: https://www.officialstore.com
You're selected! Redeem your reward at https://winfreecash.com,Spam,you're selected! redeem your reward at https://winfreecash.com
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Your OTP is 267896. Do not share it with anyone.,Transactional,your otp is 267896. do not share it with anyone.
Your payment of ₹4810 was successful.,Transactional,your payment of ₹4810 was successful.
Your OTP is 448603. Do not share it with anyone.,Transactional,your otp is 448603. do not share it with anyone.
Your OTP is 399165. Do not share it with anyone.,Transactional,your otp is 399165. do not share it with anyone.
Find your perfect gift at https://trip.com,Promotional,find your perfect gift at https://trip.com
Invoice for your order is available here: https://www.officialstore.com,Transactional,invoice for your order is available here: https://www.officialstore.com
You've won a prize! Claim now: https://get-rich-fast.biz,Spam,you've won a prize! claim now: https://get-rich-fast.biz
Reset your password now at https://fakewebsite.com,Spam,reset your password now at https://fakewebsite.com
Confirm your payment details: https://netflix-support.com,Spam,confirm your payment details: https://netflix-support.com
Urgent: Your account will be blocked. Verify at https://netflix-support.com,Spam,urgent: your account will be blocked. verify at https://netflix-support.com
Your payment of ₹9358 was successful.,Transactional,your payment of ₹9358 was successful.
Your payment of ₹3759 was successful.,Transactional,your payment of ₹3759 was successful.
Your OTP is 661360. Do not share it with anyone.,Transactional,your otp is 661360. do not share it with anyone.
Your OTP is 692070. Do not share it with anyone.,Transactional,your otp is 692070. do not share it with anyone.
Your package with tracking ID 144863 has been shipped.,Transactional,your package with tracking id 144863 has been shipped.
Click here to win an iPhone: https://get-rich-fast.biz,Spam,click here to win an iphone: https://get-rich-fast.biz
Your transaction ID is TXN192329. Please keep it for your records.,Transactional,your transaction id is txn192329. please keep it for your records.
Check out our latest deals at https://www.officialstore.com,Promotional,check out our latest deals at https://www.officialstore.com
Exclusive deals available here: https://merchant-site.com/receipt,Promotional,exclusive deals available here: https://merchant-site.com/receipt
Final notice. Update your info: https://confirm-payee.click,Spam,final notice. update your info: https://confirm-payee.click
You've won a prize! Claim now: https://winfreecash.com,Spam,you've won a prize! claim now: https://winfreecash.com
Your package is waiting. Pay delivery fees at https://netflix-support.com,Spam,your package is waiting. pay delivery fees at https://netflix-support.com
Urgent: Your account will be blocked. Verify at https://urgentupdate.co,Spam,urgent: your account will be blocked. verify at https://urgentupdate.co
Your payment of ₹6151 was successful.,Transactional,your payment of ₹6151 was successful.
You've won a prize! Claim now: https://verify-now.online,Spam,you've won a prize! claim now: https://verify-now.online
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam,your package is waiting. pay delivery fees at https://login-now-security.xyz
Find your perfect gift at https://www.airtel.in/recharge,Promotional,find your perfect gift at https://www.airtel.in/recharge
Don't miss out! Sale ends soon at https://amazon.in/sale,Promotional,don't miss out! sale ends soon at https://amazon.in/sale
Your package with tracking ID 852143 has been shipped.,Transactional,your package with tracking id 852143 has been shipped.
Get free recharge. Click here: https://verify-now.online,Spam,get free recharge. click here: https://verify-now.online
Your OTP is 521108. Do not share it with anyone.,Transactional,your otp is 521108. do not share it with anyone.
You've won a prize! Claim now: https://winfreecash.com,Spam,you've won a prize! claim now: https://winfreecash.com
Visit our store: https://www.airtel.in/recharge for more details,Promotional,visit our store: https://www.airtel.in/recharge for more details
Confirm your payment details: https://confirm-payee.click,Spam,confirm your payment details: https://confirm-payee.click
Your payment of ₹6894 was successful.,Transactional,your payment of ₹6894 was successful.
Your transaction ID is TXN353017. Please keep it for your records.,Transactional,your transaction id is txn353017. please keep it for your records.
Exclusive deals available here: https://flipkart.com/deals,Promotional,exclusive deals available here: https://flipkart.com/deals
Your payment of ₹9748 was successful.,Transactional,your payment of ₹9748 was successful.
Your package with tracking ID 793172 has been shipped.,Transactional,your package with tracking id 793172 has been shipped.
Your OTP is 879216. Do not share it with anyone.,Transactional,your otp is 879216. do not share it with anyone.
Earn money fast! Start today: https://confirm-payee.click,Spam,earn money fast! start today: https://confirm-payee.click
Your package with tracking ID 318523 has been shipped.,Transactional,your package with tracking id 318523 has been shipped.
Your package with tracking ID 376926 has been shipped.,Transactional,your package with tracking id 376926 has been shipped.
Introducing our new range. Learn more: https://flipkart.com/deals,Promotional,introducing our new range. learn more: https://flipkart.com/deals
Upgrade your plan today: https://merchant-site.com/receipt,Promotional,upgrade your plan today: https://merchant-site.com/receipt
Your transaction ID is TXN636059. Please keep it for your records.,Transactional,your transaction id is txn636059. please keep it for your records.
Final notice. Update your info: https://iphone14winner.com,Spam,final notice. update your info: https://iphone14winner.com
Confirm your payment details: https://secure-update.cards,Spam,confirm your payment details: https://secure-update.cards
Your OTP is 921823. Do not share it with anyone.,Transactional,your otp is 921823. do not share it with anyone.
Your OTP is 132318. Do not share it with anyone.,Transactional,your otp is 132318. do not share it with anyone.
You've won a prize! Claim now: https://verify-now.online,Spam,you've won a prize! claim now: https://verify-now.online
Don't miss out! Sale ends soon at https://cleartrip.com,Promotional,don't miss out! sale ends soon at https://cleartrip.com
Reset your password now at https://login-now-security.xyz,Spam,reset your password now at https://login-now-security.xyz
Your package with tracking ID 905109 has been shipped.,Transactional,your package with tracking id 905109 has been shipped.
Click here to win an iPhone: https://iphone14winner.com,Spam,click here to win an iphone: https://iphone14winner.com
Your package with tracking ID 574367 has been shipped.,Transactional,your package with tracking id 574367 has been shipped.
Your dream vacation awaits! Book at https://amazon.in/sale,Promotional,your dream vacation awaits! book at https://amazon.in/sale
Your payment of ₹4764 was successful.,Transactional,your payment of ₹4764 was successful.
Enjoy 30% off on all products. Shop now at https://cleartrip.com,Promotional,enjoy 30% off on all products. shop now at https://cleartrip.com
Upgrade your plan today: https://www.airtel.in/recharge,Promotional,upgrade your plan today: https://www.airtel.in/recharge
Click here to win an iPhone: https://confirm-payee.click,Spam,click here to win an iphone: https://confirm-payee.click
Get free recharge. Click here: https://urgentupdate.co,Spam,get free recharge. click here: https://urgentupdate.co
Your package with tracking ID 158102 has been shipped.,Transactional,your package with tracking id 158102 has been shipped.
Your payment of ₹738 was successful.,Transactional,your payment of ₹738 was successful.
Your payment of ₹6013 was successful.,Transactional,your payment of ₹6013 was successful.
Your package is waiting. Pay delivery fees at https://iphone14winner.com,Spam,your package is waiting. pay delivery fees at https://iphone14winner.com
Your package is waiting. Pay delivery fees at https://urgentupdate.co,Spam,your package is waiting. pay delivery fees at https://urgentupdate.co
Confirm your payment details: https://iphone14winner.com,Spam,confirm your payment details: https://iphone14winner.com
Your transaction ID is TXN593325. Please keep it for your records.,Transactional,your transaction id is txn593325. please keep it for your records.
Your OTP is 522053. Do not share it with anyone.,Transactional,your otp is 522053. do not share it with anyone.
Your OTP is 750480. Do not share it with anyone.,Transactional,your otp is 750480. do not share it with anyone.
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional,enjoy 30% off on all products. shop now at https://trip.com
Your payment of ₹9149 was successful.,Transactional,your payment of ₹9149 was successful.
Your OTP is 787115. Do not share it with anyone.,Transactional,your otp is 787115. do not share it with anyone.
Your OTP is 264128. Do not share it with anyone.,Transactional,your otp is 264128. do not share it with anyone.
Your transaction ID is TXN463637. Please keep it for your records.,Transactional,your transaction id is txn463637. please keep it for your records.
Confirm your payment details: https://get-rich-fast.biz,Spam,confirm your payment details: https://get-rich-fast.biz
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam,urgent: your account will be blocked. verify at https://get-rich-fast.biz
Find your perfect gift at https://amazon.in/sale,Promotional,find your perfect gift at https://amazon.in/sale
Limited time offer! Visit https://merchant-site.com/receipt to grab your discount,Promotional,limited time offer! visit https://merchant-site.com/receipt to grab your discount
Your package with tracking ID 673480 has been shipped.,Transactional,your package with tracking id 673480 has been shipped.
Don't miss out! Sale ends soon at https://bluedart.com/track,Promotional,don't miss out! sale ends soon at https://bluedart.com/track
Your OTP is 886098. Do not share it with anyone.,Transactional,your otp is 886098. do not share it with anyone.
Your package with tracking ID 678528 has been shipped.,Transactional,your package with tracking id 678528 has been shipped.
Your payment of ₹7751 was successful.,Transactional,your payment of ₹7751 was successful.
Your package with tracking ID 798004 has been shipped.,Transactional,your package with tracking id 798004 has been shipped.
Find your perfect gift at https://secure.bankportal.in/login,Promotional,find your perfect gift at https://secure.bankportal.in/login
Don't miss out! Sale ends soon at https://trip.com,Promotional,don't miss out! sale ends soon at https://trip.com
Urgent: Your account will be blocked. Verify at https://netflix-support.com,Spam,urgent: your account will be blocked. verify at https://netflix-support.com
Your package with tracking ID 693140 has been shipped.,Transactional,your package with tracking id 693140 has been shipped.
You're selected! Redeem your reward at https://fakewebsite.com,Spam,you're selected! redeem your reward at https://fakewebsite.com
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional,limited time offer! visit https://bluedart.com/track to grab your discount
Limited time offer! Visit https://bluedart.com/track to grab your discount,Promotional,limited time offer! visit https://bluedart.com/track to grab your discount
You're selected! Redeem your reward at https://confirm-payee.click,Spam,you're selected! redeem your reward at https://confirm-payee.click
Your payment of ₹5836 was successful.,Transactional,your payment of ₹5836 was successful.
Find your perfect gift at https://www.officialstore.com,Promotional,find your perfect gift at https://www.officialstore.com
Final notice. Update your info: https://secure-update.cards,Spam,final notice. update your info: https://secure-update.cards
Exclusive deals available here: https://merchant-site.com/receipt,Promotional,exclusive deals available here: https://merchant-site.com/receipt
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam,urgent: your account will be blocked. verify at https://secure-update.cards
Your package with tracking ID 482692 has been shipped.,Transactional,your package with tracking id 482692 has been shipped.
Enjoy 30% off on all products. Shop now at https://secure.bankportal.in/login,Promotional,enjoy 30% off on all products. shop now at https://secure.bankportal.in/login
You're selected! Redeem your reward at https://secure-update.cards,Spam,you're selected! redeem your reward at https://secure-update.cards
Don't miss out! Sale ends soon at https://trip.com,Promotional,don't miss out! sale ends soon at https://trip.com
Your transaction ID is TXN614089. Please keep it for your records.,Transactional,your transaction id is txn614089. please keep it for your records.
Your transaction ID is TXN804927. Please keep it for your records.,Transactional,your transaction id is txn804927. please keep it for your records.
You've won a prize! Claim now: https://iphone14winner.com,Spam,you've won a prize! claim now: https://iphone14winner.com
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
Your package with tracking ID 203599 has been shipped.,Transactional,your package with tracking id 203599 has been shipped.
Exclusive deals available here: https://www.airtel.in/recharge,Promotional,exclusive deals available here: https://www.airtel.in/recharge
Reset your password now at https://login-now-security.xyz,Spam,reset your password now at https://login-now-security.xyz
Your payment of ₹2881 was successful.,Transactional,your payment of ₹2881 was successful.
Limited time offer! Visit https://www.officialstore.com to grab your discount,Promotional,limited time offer! visit https://www.officialstore.com to grab your discount
Your OTP is 707528. Do not share it with anyone.,Transactional,your otp is 707528. do not share it with anyone.
Click here to win an iPhone: https://secure-update.cards,Spam,click here to win an iphone: https://secure-update.cards
You've won a prize! Claim now: https://winfreecash.com,Spam,you've won a prize! claim now: https://winfreecash.com
Your OTP is 954056. Do not share it with anyone.,Transactional,your otp is 954056. do not share it with anyone.
Urgent: Your account will be blocked. Verify at https://confirm-payee.click,Spam,urgent: your account will be blocked. verify at https://confirm-payee.click
Your OTP is 860669. Do not share it with anyone.,Transactional,your otp is 860669. do not share it with anyone.
Your payment of ₹1195 was successful.,Transactional,your payment of ₹1195 was successful.
Limited time offer! Visit https://trip.com to grab your discount,Promotional,limited time offer! visit https://trip.com to grab your discount
Your OTP is 948331. Do not share it with anyone.,Transactional,your otp is 948331. do not share it with anyone.
Introducing our new range. Learn more: https://trip.com,Promotional,introducing our new range. learn more: https://trip.com
Your payment of ₹4340 was successful.,Transactional,your payment of ₹4340 was successful.
You've won a prize! Claim now: https://get-rich-fast.biz,Spam,you've won a prize! claim now: https://get-rich-fast.biz
Final notice. Update your info: https://get-rich-fast.biz,Spam,final notice. update your info: https://get-rich-fast.biz
Final notice. Update your info: https://iphone14winner.com,Spam,final notice. update your info: https://iphone14winner.com
You're selected! Redeem your reward at https://iphone14winner.com,Spam,you're selected! redeem your reward at https://iphone14winner.com
Your payment of ₹4833 was successful.,Transactional,your payment of ₹4833 was successful.
Reset your password now at https://urgentupdate.co,Spam,reset your password now at https://urgentupdate.co
Check out our latest deals at https://cleartrip.com,Promotional,check out our latest deals at https://cleartrip.com
Upgrade your plan today: https://bluedart.com/track,Promotional,upgrade your plan today: https://bluedart.com/track
Your OTP is 137931. Do not share it with anyone.,Transactional,your otp is 137931. do not share it with anyone.
Your dream vacation awaits! Book at https://www.myntra.com,Promotional,your dream vacation awaits! book at https://www.myntra.com
You're selected! Redeem your reward at https://iphone14winner.com,Spam,you're selected! redeem your reward at https://iphone14winner.com
You're selected! Redeem your reward at https://netflix-support.com,Spam,you're selected! redeem your reward at https://netflix-support.com
Confirm your payment details: https://fakewebsite.com,Spam,confirm your payment details: https://fakewebsite.com
Enjoy 30% off on all products. Shop now at https://merchant-site.com/receipt,Promotional,enjoy 30% off on all products. shop now at https://merchant-site.com/receipt
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional,enjoy 30% off on all products. shop now at https://www.officialstore.com
Don't miss out! Sale ends soon at https://secure.bankportal.in/login,Promotional,don't miss out! sale ends soon at https://secure.bankportal.in/login
Your transaction ID is TXN785688. Please keep it for your records.,Transactional,your transaction id is txn785688. please keep it for your records.
Get free recharge. Click here: https://winfreecash.com,Spam,get free recharge. click here: https://winfreecash.com
Get free recharge. Click here: https://netflix-support.com,Spam,get free recharge. click here: https://netflix-support.com
Your transaction ID is TXN776592. Please keep it for your records.,Transactional,your transaction id is txn776592. please keep it for your records.
Visit our store: https://merchant-site.com/receipt for more details,Promotional,visit our store: https://merchant-site.com/receipt for more details
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional,enjoy 30% off on all products. shop now at https://trip.com
Your transaction ID is TXN867529. Please keep it for your records.,Transactional,your transaction id is txn867529. please keep it for your records.
Your OTP is 412727. Do not share it with anyone.,Transactional,your otp is 412727. do not share it with anyone.
Check out our latest deals at https://www.myntra.com,Promotional,check out our latest deals at https://www.myntra.com
Check out our latest deals at https://secure.bankportal.in/login,Promotional,check out our latest deals at https://secure.bankportal.in/login
Your package with tracking ID 511531 has been shipped.,Transactional,your package with tracking id 511531 has been shipped.
Confirm your payment details: https://get-rich-fast.biz,Spam,confirm your payment details: https://get-rich-fast.biz
Enjoy 30% off on all products. Shop now at https://www.officialstore.com,Promotional,enjoy 30% off on all products. shop now at https://www.officialstore.com
Get free recharge. Click here: https://login-now-security.xyz,Spam,get free recharge. click here: https://login-now-security.xyz
Reset your password now at https://secure-update.cards,Spam,reset your password now at https://secure-update.cards
Your transaction ID is TXN290716. Please keep it for your records.,Transactional,your transaction id is txn290716. please keep it for your records.
Your payment of ₹4620 was successful.,Transactional,your payment of ₹4620 was successful.
Limited time offer! Visit https://www.myntra.com to grab your discount,Promotional,limited time offer! visit https://www.myntra.com to grab your discount
Enjoy 30% off on all products. Shop now at https://www.airtel.in/recharge,Promotional,enjoy 30% off on all products. shop now at https://www.airtel.in/recharge
Final notice. Update your info: https://iphone14winner.com,Spam,final notice. update your info: https://iphone14winner.com
Click here to win an iPhone: https://iphone14winner.com,Spam,click here to win an iphone: https://iphone14winner.com
Urgent: Your account will be blocked. Verify at https://get-rich-fast.biz,Spam,urgent: your account will be blocked. verify at https://get-rich-fast.biz
Check out our latest deals at https://merchant-site.com/receipt,Promotional,check out our latest deals at https://merchant-site.com/receipt
Upgrade your plan today: https://cleartrip.com,Promotional,upgrade your plan today: https://cleartrip.com
Your transaction ID is TXN181619. Please keep it for your records.,Transactional,your transaction id is txn181619. please keep it for your records.
You've won a prize! Claim now: https://netflix-support.com,Spam,you've won a prize! claim now: https://netflix-support.com
Visit our store: https://trip.com for more details,Promotional,visit our store: https://trip.com for more details
Introducing our new range. Learn more: https://merchant-site.com/receipt,Promotional,introducing our new range. learn more: https://merchant-site.com/receipt
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam,urgent: your account will be blocked. verify at https://secure-update.cards
Visit our store: https://merchant-site.com/receipt for more details,Promotional,visit our store: https://merchant-site.com/receipt for more details
Don't miss out! Sale ends soon at https://www.officialstore.com,Promotional,don't miss out! sale ends soon at https://www.officialstore.com
Confirm your payment details: https://urgentupdate.co,Spam,confirm your payment details: https://urgentupdate.co
Upgrade your plan today: https://trip.com,Promotional,upgrade your plan today: https://trip.com
Don't miss out! Sale ends soon at https://flipkart.com/deals,Promotional,don't miss out! sale ends soon at https://flipkart.com/deals
Your OTP is 688043. Do not share it with anyone.,Transactional,your otp is 688043. do not share it with anyone.
Introducing our new range. Learn more: https://secure.bankportal.in/login,Promotional,introducing our new range. learn more: https://secure.bankportal.in/login
Don't miss out! Sale ends soon at https://cleartrip.com,Promotional,don't miss out! sale ends soon at https://cleartrip.com
Your package with tracking ID 492465 has been shipped.,Transactional,your package with tracking id 492465 has been shipped.
Your transaction ID is TXN804070. Please keep it for your records.,Transactional,your transaction id is txn804070. please keep it for your records.
Your transaction ID is TXN652165. Please keep it for your records.,Transactional,your transaction id is txn652165. please keep it for your records.
Check out our latest deals at https://amazon.in/sale,Promotional,check out our latest deals at https://amazon.in/sale
Your package with tracking ID 585716 has been shipped.,Transactional,your package with tracking id 585716 has been shipped.
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional,limited time offer! visit https://secure.bankportal.in/login to grab your discount
Your package is waiting. Pay delivery fees at https://verify-now.online,Spam,your package is waiting. pay delivery fees at https://verify-now.online
Your transaction ID is TXN648087. Please keep it for your records.,Transactional,your transaction id is txn648087. please keep it for your records.
Your payment of ₹131 was successful.,Transactional,your payment of ₹131 was successful.
Introducing our new range. Learn more: https://bluedart.com/track,Promotional,introducing our new range. learn more: https://bluedart.com/track
Find your perfect gift at https://bluedart.com/track,Promotional,find your perfect gift at https://bluedart.com/track
Click here to win an iPhone: https://verify-now.online,Spam,click here to win an iphone: https://verify-now.online
Your transaction ID is TXN854592. Please keep it for your records.,Transactional,your transaction id is txn854592. please keep it for your records.
Your OTP is 952153. Do not share it with anyone.,Transactional,your otp is 952153. do not share it with anyone.
Your package with tracking ID 919458 has been shipped.,Transactional,your package with tracking id 919458 has been shipped.
Introducing our new range. Learn more: https://trip.com,Promotional,introducing our new range. learn more: https://trip.com
Your transaction ID is TXN462342. Please keep it for your records.,Transactional,your transaction id is txn462342. please keep it for your records.
Your payment of ₹127 was successful.,Transactional,your payment of ₹127 was successful.
Confirm your payment details: https://iphone14winner.com,Spam,confirm your payment details: https://iphone14winner.com
Your payment of ₹5893 was successful.,Transactional,your payment of ₹5893 was successful.
Visit our store: https://www.airtel.in/recharge for more details,Promotional,visit our store: https://www.airtel.in/recharge for more details
Reset your password now at https://winfreecash.com,Spam,reset your password now at https://winfreecash.com
Your OTP is 942205. Do not share it with anyone.,Transactional,your otp is 942205. do not share it with anyone.
Your OTP is 510553. Do not share it with anyone.,Transactional,your otp is 510553. do not share it with anyone.
Your payment of ₹6242 was successful.,Transactional,your payment of ₹6242 was successful.
Your OTP is 920850. Do not share it with anyone.,Transactional,your otp is 920850. do not share it with anyone.
Your package is waiting. Pay delivery fees at https://get-rich-fast.biz,Spam,your package is waiting. pay delivery fees at https://get-rich-fast.biz
Earn money fast! Start today: https://secure-update.cards,Spam,earn money fast! start today: https://secure-update.cards
Your package is waiting. Pay delivery fees at https://netflix-support.com,Spam,your package is waiting. pay delivery fees at https://netflix-support.com
Check out our latest deals at https://flipkart.com/deals,Promotional,check out our latest deals at https://flipkart.com/deals
Your package with tracking ID 417943 has been shipped.,Transactional,your package with tracking id 417943 has been shipped.
Click here to win an iPhone: https://urgentupdate.co,Spam,click here to win an iphone: https://urgentupdate.co
Your transaction ID is TXN831179. Please keep it for your records.,Transactional,your transaction id is txn831179. please keep it for your records.
Find your perfect gift at https://amazon.in/sale,Promotional,find your perfect gift at https://amazon.in/sale
Your OTP is 455768. Do not share it with anyone.,Transactional,your otp is 455768. do not share it with anyone.
Exclusive deals available here: https://bluedart.com/track,Promotional,exclusive deals available here: https://bluedart.com/track
Your package with tracking ID 909655 has been shipped.,Transactional,your package with tracking id 909655 has been shipped.
Enjoy 30% off on all products. Shop now at https://www.myntra.com,Promotional,enjoy 30% off on all products. shop now at https://www.myntra.com
Introducing our new range. Learn more: https://trip.com,Promotional,introducing our new range. learn more: https://trip.com
Your package with tracking ID 520233 has been shipped.,Transactional,your package with tracking id 520233 has been shipped.
Earn money fast! Start today: https://fakewebsite.com,Spam,earn money fast! start today: https://fakewebsite.com
Your payment of ₹1606 was successful.,Transactional,your payment of ₹1606 was successful.
Don't miss out! Sale ends soon at https://flipkart.com/deals,Promotional,don't miss out! sale ends soon at https://flipkart.com/deals
Find your perfect gift at https://amazon.in/sale,Promotional,find your perfect gift at https://amazon.in/sale
Final notice. Update your info: https://confirm-payee.click,Spam,final notice. update your info: https://confirm-payee.click
Your OTP is 317749. Do not share it with anyone.,Transactional,your otp is 317749. do not share it with anyone.
Your package is waiting. Pay delivery fees at https://login-now-security.xyz,Spam,your package is waiting. pay delivery fees at https://login-now-security.xyz
You're selected! Redeem your reward at https://confirm-payee.click,Spam,you're selected! redeem your reward at https://confirm-payee.click
Earn money fast! Start today: https://secure-update.cards,Spam,earn money fast! start today: https://secure-update.cards
Your package with tracking ID 471459 has been shipped.,Transactional,your package with tracking id 471459 has been shipped.
Limited time offer! Visit https://secure.bankportal.in/login to grab your discount,Promotional,limited time offer! visit https://secure.bankportal.in/login to grab your discount
Your transaction ID is TXN135211. Please keep it for your records.,Transactional,your transaction id is txn135211. please keep it for your records.
Your payment of ₹2960 was successful.,Transactional,your payment of ₹2960 was successful.
Final notice. Update your info: https://iphone14winner.com,Spam,final notice. update your info: https://iphone14winner.com
Limited time offer! Visit https://www.airtel.in/recharge to grab your discount,Promotional,limited time offer! visit https://www.airtel.in/recharge to grab your discount
Click here to win an iPhone: https://winfreecash.com,Spam,click here to win an iphone: https://winfreecash.com
Your transaction ID is TXN145869. Please keep it for your records.,Transactional,your transaction id is txn145869. please keep it for your records.
Introducing our new range. Learn more: https://bluedart.com/track,Promotional,introducing our new range. learn more: https://bluedart.com/track
Exclusive deals available here: https://secure.bankportal.in/login,Promotional,exclusive deals available here: https://secure.bankportal.in/login
Your package with tracking ID 739630 has been shipped.,Transactional,your package with tracking id 739630 has been shipped.
Find your perfect gift at https://www.officialstore.com,Promotional,find your perfect gift at https://www.officialstore.com
Limited time offer! Visit https://trip.com to grab your discount,Promotional,limited time offer! visit https://trip.com to grab your discount
Don't miss out! Sale ends soon at https://trip.com,Promotional,don't miss out! sale ends soon at https://trip.com
Limited time offer! Visit https://trip.com to grab your discount,Promotional,limited time offer! visit https://trip.com to grab your discount
Exclusive deals available here: https://trip.com,Promotional,exclusive deals available here: https://trip.com
Visit our store: https://cleartrip.com for more details,Promotional,visit our store: https://cleartrip.com for more details
Final notice. Update your info: https://fakewebsite.com,Spam,final notice. update your info: https://fakewebsite.com
Confirm your payment details: https://login-now-security.xyz,Spam,confirm your payment details: https://login-now-security.xyz
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Your transaction ID is TXN133606. Please keep it for your records.,Transactional,your transaction id is txn133606. please keep it for your records.
You're selected! Redeem your reward at https://iphone14winner.com,Spam,you're selected! redeem your reward at https://iphone14winner.com
You've won a prize! Claim now: https://confirm-payee.click,Spam,you've won a prize! claim now: https://confirm-payee.click
Earn money fast! Start today: https://winfreecash.com,Spam,earn money fast! start today: https://winfreecash.com
Your package with tracking ID 674955 has been shipped.,Transactional,your package with tracking id 674955 has been shipped.
Your transaction ID is TXN451597. Please keep it for your records.,Transactional,your transaction id is txn451597. please keep it for your records.
Urgent: Your account will be blocked. Verify at https://secure-update.cards,Spam,urgent: your account will be blocked. verify at https://secure-update.cards
Exclusive deals available here: https://www.myntra.com,Promotional,exclusive deals available here: https://www.myntra.com
Introducing our new range. Learn more: https://www.officialstore.com,Promotional,introducing our new range. learn more: https://www.officialstore.com
Enjoy 30% off on all products. Shop now at https://trip.com,Promotional,enjoy 30% off on all products. shop now at https://trip.com
